"international_plan","total_day_minutes","total_intl_minutes","number_customer_service_calls","total_intl_calls","churn"
"3879","no",69.5,11.9,0,3,"no"
"3880","yes",166.5,10.2,3,3,"no"
"3881","no",134.4,9.7,3,4,"no"
"3882","no",205.2,10.6,2,3,"no"
"3883","no",132.3,14.8,0,7,"no"
"3884","no",140.3,11.7,2,4,"no"
"3885","no",284.6,12.6,0,5,"no"
"3886","no",189.3,13.8,1,3,"no"
"3887","no",184.6,5.9,1,3,"no"
"3888","no",161.6,6.8,0,2,"no"
"3889","no",268.5,12.7,1,6,"no"
"3890","no",178,6.3,2,4,"no"
"3891","no",215.6,11.3,1,6,"no"
"3892","no",253.9,0.4,1,7,"no"
"3893","no",182.8,11.3,1,2,"no"
"3894","no",120,7.5,1,6,"no"
"3895","no",138.7,10.4,1,4,"no"
"3896","no",189,11.1,0,6,"no"
"3897","no",134.6,8.9,0,3,"no"
"3898","no",181.4,7.9,0,3,"no"
"3899","no",194.6,10.1,4,7,"no"
"3900","no",268.1,11.4,0,4,"no"
"3901","no",205.2,11.2,1,1,"no"
"3902","no",302.8,10.9,2,4,"yes"
"3903","no",213.2,12.5,1,5,"no"
"3904","no",192,7.6,2,5,"no"
"3905","no",107.9,9.7,1,3,"no"
"3906","no",181.7,12.4,1,6,"no"
"3907","no",191.8,19.3,1,4,"no"
"3908","no",180.2,14.6,2,5,"no"
"3909","no",215.1,10.8,2,8,"no"
"3910","yes",234.6,8,1,2,"yes"
"3911","no",158.2,8.5,2,2,"no"
"3912","no",204.2,6.5,1,6,"no"
"3913","no",221.8,12.1,2,3,"no"
"3914","no",183,10.2,1,3,"no"
"3915","no",221.5,11.6,1,4,"no"
"3916","no",228.1,7.5,0,1,"no"
"3917","yes",197.7,19.2,3,4,"yes"
"3918","no",135.1,11,4,9,"no"
"3919","no",238.3,13.1,5,4,"no"
"3920","no",196.2,10.5,0,10,"no"
"3921","no",205.9,12.3,4,3,"no"
"3922","no",174.1,9.3,3,4,"no"
"3923","no",154.6,6.9,0,5,"no"
"3924","yes",186.2,10.9,3,4,"no"
"3925","no",176.1,11.9,1,4,"no"
"3926","no",156.6,12.6,1,1,"no"
"3927","no",163,11.3,3,3,"no"
"3928","no",103.6,11,2,4,"no"
"3929","no",162.1,7.7,0,1,"no"
"3930","no",149.2,9.4,4,3,"no"
"3931","no",187.3,9.5,3,3,"no"
"3932","no",222.4,9.9,2,3,"yes"
"3933","no",82.7,10.6,0,4,"yes"
"3934","no",215.2,10.9,0,7,"no"
"3935","yes",136.8,8,3,4,"no"
"3936","no",168,7.1,0,4,"no"
"3937","no",62.4,7.8,0,2,"no"
"3938","no",226,11.5,2,2,"no"
"3939","no",52.2,9.4,1,12,"no"
"3940","no",205.7,14.2,2,5,"no"
"3941","no",184.8,11.6,1,3,"no"
"3942","no",193.1,11.1,1,2,"no"
"3943","no",228.3,9.7,2,3,"no"
"3944","yes",225.5,11.6,2,10,"no"
"3945","no",215.4,12.5,1,5,"no"
"3946","no",163.5,10.3,2,1,"no"
"3947","no",244.7,7.4,0,6,"no"
"3948","no",216.7,11.6,1,6,"no"
"3949","no",196.8,14.6,1,5,"no"
"3950","no",197.3,15.3,1,7,"no"
"3951","no",208.7,9.1,1,5,"no"
"3952","no",168.4,9.8,1,3,"no"
"3953","no",129.4,10.4,1,3,"no"
"3954","yes",260.9,11.1,1,4,"no"
"3955","no",267.9,14.9,3,1,"yes"
"3956","no",172.7,5.5,0,4,"no"
"3957","yes",159.1,8.5,0,5,"no"
"3958","no",166.8,12.4,2,9,"no"
"3959","no",145.7,9.5,1,5,"no"
"3960","no",129.4,12.3,1,4,"no"
"3961","no",171.5,10.2,0,1,"no"
"3962","no",180.6,10.6,4,6,"yes"
"3963","no",225.7,11.2,3,5,"no"
"3964","no",153.8,8.4,1,5,"no"
"3965","no",176.9,11,1,2,"no"
"3966","no",250.5,8.4,1,3,"no"
"3967","no",282.8,10.3,3,1,"yes"
"3968","no",142.6,14.8,0,3,"no"
"3969","no",276.1,11.9,1,5,"no"
"3970","no",154.3,13.9,0,4,"no"
"3971","yes",181,11.1,1,3,"no"
"3972","no",108.1,9,1,7,"no"
"3973","no",252.1,5.1,2,4,"no"
"3974","no",160.1,7.6,5,12,"yes"
"3975","no",217.6,12.7,0,3,"no"
"3976","no",198.3,11.1,2,4,"no"
"3977","no",190.3,8.4,2,3,"no"
"3978","no",184.7,8.7,1,5,"no"
"3979","yes",159.4,13.7,2,2,"yes"
"3980","no",125.1,12.1,0,2,"no"
"3981","no",181.3,10.9,1,2,"no"
"3982","yes",99.8,7.5,0,6,"no"
"3983","no",254.8,9,1,4,"no"
"3984","no",244.5,7.6,5,1,"yes"
"3985","no",167.7,10.9,1,2,"no"
"3986","no",79.5,11.7,2,7,"no"
"3987","no",133,9.9,4,3,"yes"
"3988","no",297.2,12.4,1,6,"yes"
"3989","no",214.9,11.9,2,2,"no"
"3990","no",269.9,13.8,1,1,"no"
"3991","no",143.8,7.8,1,4,"no"
"3992","no",132.2,12.9,3,11,"yes"
"3993","no",162.8,14.2,1,2,"no"
"3994","no",351.5,11.9,1,4,"yes"
"3995","no",165.8,10.7,0,6,"no"
"3996","no",195.7,11.7,2,2,"no"
"3997","no",250.6,9.7,2,6,"no"
"3998","no",141.9,9.2,1,6,"no"
"3999","no",168.5,8.1,1,2,"no"
"4000","no",127.6,10.1,0,3,"no"
"4001","no",197.2,4.2,1,2,"no"
"4002","no",217.4,7.5,1,8,"no"
"4003","yes",97.2,10.1,1,2,"yes"
"4004","no",87.7,12.3,1,4,"no"
"4005","no",186.4,12.1,1,2,"no"
"4006","no",180,11.8,0,10,"no"
"4007","no",232.4,7.7,1,4,"no"
"4008","no",151.6,11.6,3,3,"no"
"4009","no",172.2,11.1,3,6,"no"
"4010","no",260.9,10.6,1,4,"no"
"4011","no",124.4,10.2,2,4,"no"
"4012","no",126.8,11.4,2,8,"no"
"4013","no",110,11.7,1,3,"no"
"4014","no",231.1,9.8,4,5,"no"
"4015","no",187.4,10.2,1,1,"no"
"4016","no",166.4,10.9,3,3,"no"
"4017","yes",172.5,12.6,1,3,"no"
"4018","no",141.8,10.9,1,3,"no"
"4019","yes",159.5,5.4,5,4,"yes"
"4020","no",218.9,11,2,6,"no"
"4021","no",138.7,7.8,2,1,"no"
"4022","yes",158.1,13.9,3,2,"yes"
"4023","no",97.9,9.2,1,4,"no"
"4024","no",103.5,11.7,5,2,"yes"
"4025","no",206.3,8.1,2,6,"no"
"4026","no",211.5,13.5,3,1,"no"
"4027","no",229.2,7.4,3,6,"no"
"4028","no",125,10.2,1,4,"yes"
"4029","no",141.3,8.1,3,3,"no"
"4030","no",119,8.8,2,5,"no"
"4031","no",260.6,12.8,0,9,"yes"
"4032","no",149.2,12.2,1,4,"no"
"4033","no",163.7,10.4,1,2,"no"
"4034","no",223,11.6,2,8,"no"
"4035","no",200.2,12.8,3,2,"no"
"4036","no",248.6,6.5,2,3,"no"
"4037","no",214.2,10.3,2,2,"no"
"4038","no",245.6,14.2,2,7,"no"
"4039","no",238.6,16.2,0,8,"no"
"4040","yes",86.1,9.1,3,3,"no"
"4041","no",161.6,10.3,2,7,"no"
"4042","no",257.9,16.8,2,3,"yes"
"4043","no",209.2,10.6,3,8,"no"
"4044","no",214,10.3,1,2,"no"
"4045","no",247.4,6.8,5,1,"no"
"4046","no",196,9.6,0,4,"no"
"4047","no",129.8,8.6,1,3,"no"
"4048","no",239.1,14,0,2,"no"
"4049","no",133.2,12,3,3,"yes"
"4050","no",135.7,12.2,1,8,"no"
"4051","no",211,14,1,8,"no"
"4052","no",135.2,10,3,2,"no"
"4053","no",158.2,15.1,1,4,"no"
"4054","no",140.8,6.4,4,5,"yes"
"4055","no",160.2,12.9,1,3,"no"
"4056","no",153.7,9.6,1,8,"no"
"4057","no",237.6,14.2,2,2,"no"
"4058","no",182.1,7.2,2,2,"no"
"4059","no",198.7,9.5,2,3,"no"
"4060","no",151.1,9.2,1,8,"no"
"4061","no",219,9,3,8,"no"
"4062","no",195.2,11.9,0,3,"no"
"4063","yes",209.9,11.4,2,2,"yes"
"4064","no",81.7,12.3,3,6,"no"
"4065","yes",130.7,11.9,0,6,"no"
"4066","no",265.9,14.6,1,7,"no"
"4067","yes",186.5,10.5,2,6,"no"
"4068","no",185.6,6.7,4,4,"yes"
"4069","no",249.7,10.5,1,1,"no"
"4070","no",204.1,8.1,2,1,"no"
"4071","no",135.8,6.4,0,4,"no"
"4072","no",83.2,10.7,1,4,"no"
"4073","no",211.4,9.3,2,2,"no"
"4074","no",185.8,13.3,2,6,"no"
"4075","no",123.6,10.3,0,4,"no"
"4076","no",202.5,10.1,3,4,"no"
"4077","no",169.4,10.7,1,2,"no"
"4078","no",135.2,9,0,6,"no"
"4079","no",125.1,11.8,1,1,"no"
"4080","no",287.1,11,1,4,"yes"
"4081","no",199.7,8.3,0,5,"no"
"4082","no",247.6,7.1,1,3,"no"
"4083","no",158.5,16.6,0,3,"no"
"4084","no",160.8,10.3,3,3,"no"
"4085","no",118.5,9,1,6,"no"
"4086","no",181,9.9,7,4,"no"
"4087","no",140.3,11.1,1,6,"no"
"4088","yes",160.6,8.8,1,2,"yes"
"4089","no",111.9,10.1,1,5,"no"
"4090","no",120.5,10.5,0,5,"no"
"4091","no",156.3,6.8,1,4,"no"
"4092","no",242.4,5.4,1,2,"no"
"4093","no",178.4,10.8,1,2,"no"
"4094","no",258.7,11.4,1,2,"yes"
"4095","no",124.3,7.2,1,3,"no"
"4096","no",94.9,10.8,0,6,"no"
"4097","no",182,13.4,4,3,"no"
"4098","no",162,9.1,1,4,"no"
"4099","no",176.6,9.4,0,1,"no"
"4100","no",198.8,15.2,4,2,"no"
"4101","yes",156.1,11.4,0,4,"no"
"4102","no",150.6,9.5,1,5,"no"
"4103","no",198.3,9.2,2,5,"no"
"4104","no",189.1,2.2,1,7,"no"
"4105","no",156.9,8.8,1,2,"no"
"4106","no",67,11.2,1,2,"no"
"4107","no",261.3,10.5,0,2,"no"
"4108","no",135.1,14.7,3,5,"no"
"4109","yes",92.1,9.7,2,11,"no"
"4110","no",173.5,7.8,1,5,"no"
"4111","yes",156.3,8.3,5,7,"no"
"4112","no",274.7,9.4,1,10,"no"
"4113","no",244.7,10.5,2,1,"yes"
"4114","yes",183.6,11.8,0,4,"no"
"4115","no",167.1,11.6,5,3,"no"
"4116","no",177.1,12.7,3,5,"no"
"4117","no",217.8,11.6,0,3,"no"
"4118","no",143.7,8.6,2,1,"no"
"4119","no",185,14.6,1,2,"no"
"4120","no",235.6,11.3,1,5,"no"
"4121","yes",265.5,14.8,2,6,"yes"
"4122","no",332.1,11.3,1,3,"yes"
"4123","yes",223.4,7.7,3,5,"no"
"4124","no",163.6,12.3,0,5,"no"
"4125","no",190,15.9,3,3,"no"
"4126","no",153.7,14.1,1,3,"no"
"4127","no",160.3,8.7,2,11,"no"
"4128","no",114.5,7.8,0,5,"no"
"4129","no",140.9,13.6,3,4,"no"
"4130","no",168.4,4.6,3,4,"no"
"4131","no",150.9,8.3,5,4,"yes"
"4132","no",255.1,10.6,0,2,"yes"
"4133","no",154,8.6,6,2,"no"
"4134","no",94.5,15,1,5,"no"
"4135","no",135,11.1,1,15,"no"
"4136","no",286.9,12.6,0,6,"yes"
"4137","no",165.4,10.4,1,9,"no"
"4138","no",222,8.2,3,5,"yes"
"4139","yes",209.8,8.7,0,6,"no"
"4140","no",158.3,12.5,2,3,"no"
"4141","no",252.3,9.2,1,2,"yes"
"4142","no",255.5,12.7,1,4,"yes"
"4143","no",101.7,7.3,3,3,"no"
"4144","no",227.9,14.2,3,5,"no"
"4145","no",185,12,0,2,"no"
"4146","no",142.2,7.1,1,4,"no"
"4147","no",140,13.3,1,4,"no"
"4148","no",157.5,10.7,2,6,"no"
"4149","no",237.5,10.1,0,3,"no"
"4150","no",164.5,9.8,1,2,"no"
"4151","no",190.7,12.8,0,2,"no"
"4152","no",215.5,10.3,1,3,"no"
"4153","no",119.9,16.6,1,2,"no"
"4154","yes",196.7,7.8,4,1,"yes"
"4155","no",230.7,8.7,2,3,"no"
"4156","no",131.3,8.5,2,2,"no"
"4157","no",167.2,6.1,3,6,"no"
"4158","no",222.3,5.7,0,2,"yes"
"4159","no",198.6,7.3,2,6,"yes"
"4160","no",139.4,4.6,1,3,"no"
"4161","no",130.4,9.8,2,3,"no"
"4162","no",184.6,14.3,3,2,"no"
"4163","yes",169.7,14.2,0,4,"yes"
"4164","no",153.2,10.1,1,5,"no"
"4165","no",224.5,9.1,2,1,"no"
"4166","no",247.8,9.5,1,6,"yes"
"4167","yes",177.1,9.7,2,5,"no"
"4168","no",134.5,9.3,0,5,"no"
"4169","no",201.8,9.5,0,3,"no"
"4170","no",180.5,10.2,2,4,"no"
"4171","no",164.5,7.4,4,1,"no"
"4172","yes",171.9,10.5,1,1,"yes"
"4173","no",244.2,7,1,4,"no"
"4174","no",221.4,13.7,1,4,"no"
"4175","no",241.5,14.1,3,3,"no"
"4176","no",116.5,16.1,3,2,"no"
"4177","no",158.1,8.3,1,7,"no"
"4178","no",121.6,8.6,3,5,"no"
"4179","no",178.3,15,0,2,"no"
"4180","no",215.8,5.6,2,4,"no"
"4181","no",222.5,9.7,2,4,"no"
"4182","no",264.5,8,1,1,"no"
"4183","no",123.7,10.6,1,2,"no"
"4184","no",244.8,10,0,3,"no"
"4185","no",212.8,9.8,0,11,"no"
"4186","no",297.4,11,2,2,"yes"
"4187","no",147.8,8.6,1,8,"no"
"4188","yes",187.1,5.5,2,7,"no"
"4189","no",236.5,8.3,2,6,"no"
"4190","no",186.5,11,1,5,"no"
"4191","yes",286.1,10.3,4,1,"yes"
"4192","no",107.2,8.3,2,3,"no"
"4193","no",93.1,8.7,1,8,"no"
"4194","no",132.4,13,2,6,"no"
"4195","no",80.7,8.8,0,3,"no"
"4196","no",114.5,10.7,0,3,"no"
"4197","no",155.5,10.5,4,3,"yes"
"4198","no",184.7,9,1,4,"no"
"4199","no",94.1,10.3,2,6,"no"
"4200","no",229.3,7.9,1,4,"no"
"4201","no",223.8,8.8,1,8,"no"
"4202","no",154.4,7.8,3,3,"no"
"4203","no",190.2,14.2,4,5,"yes"
"4204","no",167,8.6,1,2,"no"
"4205","no",154.8,11.6,0,5,"no"
"4206","no",293.4,6.9,1,6,"no"
"4207","no",160.5,8.2,3,3,"no"
"4208","no",230.2,11.9,0,2,"no"
"4209","no",191.9,8.2,0,5,"no"
"4210","no",131.5,11.1,1,7,"no"
"4211","no",171.6,12.1,0,4,"yes"
"4212","no",242.1,10,3,5,"yes"
"4213","no",157.3,10.6,1,1,"no"
"4214","yes",192.7,9,1,6,"no"
"4215","no",175.6,9.9,1,2,"no"
"4216","no",239.6,11,2,3,"no"
"4217","no",96.9,10.8,0,3,"no"
"4218","no",129.5,7.2,2,7,"no"
"4219","yes",274,7.7,4,3,"no"
"4220","no",111.7,11.6,2,10,"no"
"4221","no",142.7,5,3,8,"no"
"4222","no",216.7,9,1,4,"no"
"4223","no",207.1,10.5,3,2,"no"
"4224","no",214.8,5.8,3,3,"no"
"4225","no",142.9,11.5,0,6,"no"
"4226","yes",71.5,8.3,3,2,"yes"
"4227","no",77.6,14.9,1,4,"no"
"4228","no",73.7,13,3,6,"no"
"4229","no",264.3,9.6,0,3,"yes"
"4230","yes",103.2,14,2,4,"yes"
"4231","yes",114.8,15.6,1,4,"yes"
"4232","no",212.5,5.2,3,9,"no"
"4233","no",288.2,13.3,1,7,"no"
"4234","no",192.4,11.2,0,1,"no"
"4235","no",102.2,10.8,1,4,"no"
"4236","yes",49.5,10,0,4,"no"
"4237","no",153.2,9.8,4,3,"yes"
"4238","no",55.5,10.1,1,4,"no"
"4239","no",247.2,6.6,0,1,"no"
"4240","no",99.7,13.9,3,5,"no"
"4241","no",220.2,10.8,2,1,"no"
"4242","no",116.9,10,2,8,"no"
"4243","no",175.9,10.6,0,5,"no"
"4244","no",208,11.7,3,6,"no"
"4245","no",239.9,12.1,1,4,"no"
"4246","no",136.5,9.9,1,10,"no"
"4247","yes",174.8,12.7,3,6,"no"
"4248","no",141.5,12.9,3,1,"no"
"4249","no",79.2,10.2,3,4,"no"
"4250","no",238.9,13.4,0,4,"no"
"4251","no",179.8,11.1,3,8,"no"
"4252","no",225.9,13.5,2,2,"yes"
"4253","no",189.8,13,1,5,"no"
"4254","no",267,11.3,1,7,"yes"
"4255","no",217.3,11.5,1,7,"no"
"4256","no",129.1,16.8,2,7,"no"
"4257","no",135.5,10.7,2,4,"no"
"4258","no",183.4,10.7,4,4,"yes"
"4259","no",223,7.5,3,7,"yes"
"4260","no",125.5,15,2,4,"no"
"4261","no",202,12,2,1,"no"
"4262","no",140,6.1,0,6,"no"
"4263","no",126,12.8,0,1,"no"
"4264","no",228.2,10.2,1,6,"no"
"4265","no",278.4,13.7,1,1,"yes"
"4266","no",285.3,10.5,2,2,"no"
"4267","no",222.9,5.6,1,8,"no"
"4268","no",153.7,8.3,1,2,"no"
"4269","yes",176.1,11.2,2,1,"yes"
"4270","no",306.9,10.5,2,4,"no"
"4271","no",203.4,8.3,1,5,"no"
"4272","no",230.7,7.9,2,3,"no"
"4273","no",118.9,13.1,0,4,"no"
"4274","no",219.5,7,1,3,"no"
"4275","yes",252.9,11.4,0,3,"no"
"4276","no",172.6,10.4,1,2,"no"
"4277","no",174.1,11.6,0,2,"no"
"4278","no",262,10.7,1,5,"no"
"4279","no",123.3,11.2,3,3,"no"
"4280","no",213.6,7.5,4,2,"no"
"4281","no",210.9,10.6,3,5,"yes"
"4282","no",143.7,11.8,1,5,"no"
"4283","no",171.2,14,2,4,"no"
"4284","yes",189.6,13.9,1,7,"yes"
"4285","no",229.5,13.2,2,3,"no"
"4286","no",128.6,10.4,4,2,"yes"
"4287","no",214.8,7.6,1,11,"no"
"4288","no",187.1,8.5,2,2,"no"
"4289","no",209.3,7.9,0,5,"no"
"4290","no",141.7,11.9,0,8,"no"
"4291","no",173.6,5.2,1,3,"no"
"4292","no",176.9,6.1,1,4,"no"
"4293","yes",198.9,14.4,0,12,"yes"
"4294","no",109.8,10.3,0,7,"no"
"4295","no",202.3,9,3,2,"yes"
"4296","no",221.6,6.4,0,2,"no"
"4297","no",131.3,12.7,4,4,"yes"
"4298","yes",274,11.3,3,3,"yes"
"4299","no",200.3,15.5,1,4,"no"
"4300","no",202.3,11.2,3,1,"no"
"4301","no",204,9.4,3,4,"no"
"4302","no",193.1,11.1,3,1,"no"
"4303","no",202.2,8.6,2,4,"no"
"4304","no",245.1,8.1,3,3,"no"
"4305","no",158.3,6.6,2,6,"no"
"4306","no",138.1,12.1,0,1,"no"
"4307","no",212.7,12.9,0,6,"no"
"4308","no",304.2,9.5,7,2,"yes"
"4309","no",212.4,9.7,2,1,"no"
"4310","yes",137.3,8.9,1,1,"yes"
"4311","no",161.4,12.9,1,3,"no"
"4312","yes",202.9,12.8,1,5,"no"
"4313","no",272.2,9.2,0,2,"no"
"4314","no",98.2,13.9,1,1,"no"
"4315","no",80.8,11.7,1,6,"no"
"4316","no",207.2,9.3,7,4,"no"
"4317","no",227.7,8.9,4,7,"no"
"4318","no",208.8,13.4,0,3,"no"
"4319","no",159.9,13.4,3,4,"no"
"4320","yes",185.1,9,3,3,"no"
"4321","no",139.1,11.4,1,3,"no"
"4322","no",155.5,13.2,1,4,"no"
"4323","no",180.5,10.3,2,7,"no"
"4324","no",204.6,5.7,1,7,"no"
"4325","yes",220.4,11.4,1,5,"yes"
"4326","no",223.2,8.6,2,4,"no"
"4327","no",109.1,9.6,0,4,"no"
"4328","no",136.5,10.9,2,3,"no"
"4329","yes",192.8,13.5,1,4,"yes"
"4330","no",179,8.8,2,4,"no"
"4331","no",293.8,13.7,0,9,"yes"
"4332","no",226.6,11.9,2,3,"no"
"4333","no",313.6,7.5,1,5,"yes"
"4334","no",130.5,11.2,1,5,"no"
"4335","no",186.8,13,0,3,"no"
"4336","no",110.2,12.3,2,4,"no"
"4337","no",228.2,10.2,0,7,"no"
"4338","yes",176.6,16.6,2,5,"yes"
"4339","no",241.4,9.4,0,6,"no"
"4340","no",174.8,8.6,3,6,"no"
"4341","no",171.8,10.3,1,4,"no"
"4342","no",190.8,12.3,1,4,"no"
"4343","no",212.3,9.4,3,8,"no"
"4344","no",159,15.2,2,3,"no"
"4345","no",178.4,7.2,3,3,"no"
"4346","no",222.1,9,0,3,"no"
"4347","no",238.9,11,6,1,"no"
"4348","no",101.8,7.5,1,5,"no"
"4349","no",190,8,2,6,"no"
"4350","no",120,8.7,1,1,"no"
"4351","no",145.9,8.4,2,1,"no"
"4352","no",179.8,12,1,5,"no"
"4353","no",225.7,13.8,1,3,"no"
"4354","no",199.7,7.1,0,2,"no"
"4355","no",150,9.2,3,5,"no"
"4356","yes",247.1,10.6,4,2,"yes"
"4357","no",215.7,11.4,2,5,"no"
"4358","no",94.8,11.6,2,3,"no"
"4359","no",79.3,10.1,1,4,"no"
"4360","no",157.2,9.9,1,9,"no"
"4361","no",119.8,12.4,1,5,"no"
"4362","no",170.6,9.6,1,13,"no"
"4363","no",229.1,14.6,1,2,"no"
"4364","no",135.1,11.1,1,6,"no"
"4365","yes",136.8,10.3,2,5,"no"
"4366","no",239.7,11.1,2,3,"no"
"4367","yes",159.6,7.3,4,4,"yes"
"4368","no",231.2,12.4,4,2,"no"
"4369","no",203.7,7.9,3,1,"no"
"4370","no",157.8,5.6,2,2,"no"
"4371","no",160.6,9.1,1,4,"yes"
"4372","yes",261.1,0,3,0,"yes"
"4373","no",138.7,9.8,1,5,"no"
"4374","no",226.6,12.1,1,5,"no"
"4375","no",229.1,11,3,4,"no"
"4376","no",157.4,11.4,0,5,"no"
"4377","no",185.6,10.7,1,3,"yes"
"4378","no",217.2,5.2,4,3,"no"
"4379","no",183.1,12.5,0,4,"no"
"4380","no",218.5,4.9,4,5,"no"
"4381","no",143.8,12.3,0,1,"no"
"4382","no",223.6,4.7,4,8,"no"
"4383","no",189.1,8.2,1,2,"no"
"4384","no",143,12.3,4,8,"yes"
"4385","no",147.2,13,1,4,"no"
"4386","no",224,10.7,2,5,"no"
"4387","yes",132.9,14.4,2,11,"yes"
"4388","no",160.3,10.5,0,4,"no"
"4389","no",213.8,7.2,1,6,"no"
"4390","no",248.2,10,2,6,"no"
"4391","no",174.6,12.2,3,3,"no"
"4392","no",205.5,6.4,0,4,"no"
"4393","no",209.1,14.8,3,4,"no"
"4394","no",251.1,12.7,0,5,"no"
"4395","no",187.6,9.8,3,5,"no"
"4396","no",137.3,9.8,1,4,"no"
"4397","no",197.5,19.7,1,2,"no"
"4398","no",221.6,8.6,1,9,"no"
"4399","no",200.7,10.2,1,9,"no"
"4400","no",226.3,8.9,0,4,"no"
"4401","no",212.8,11.9,2,3,"no"
"4402","no",213.3,10.8,1,5,"no"
"4403","yes",177.1,8.8,2,4,"no"
"4404","no",229.2,8.5,0,5,"no"
"4405","no",129.4,12.6,4,4,"yes"
"4406","no",203.1,9.2,4,4,"no"
"4407","yes",232.2,10.6,7,1,"yes"
"4408","no",138.5,7.7,2,3,"no"
"4409","no",189.3,8.5,3,13,"no"
"4410","no",141,11.7,0,3,"no"
"4411","no",118.6,13.3,2,1,"no"
"4412","no",254.2,13.6,0,6,"yes"
"4413","no",176.5,8.7,1,5,"no"
"4414","no",234.3,5.8,3,10,"no"
"4415","no",147.3,13.2,2,3,"no"
"4416","no",171,4.6,0,6,"no"
"4417","no",177.9,10.3,2,1,"no"
"4418","no",240.6,12.7,5,9,"no"
"4419","no",114.4,8.9,0,3,"no"
"4420","no",113.9,15.6,2,3,"no"
"4421","no",180,8.3,1,6,"no"
"4422","no",177.4,6.6,4,4,"yes"
"4423","no",110.8,8.9,2,4,"no"
"4424","no",138.7,13,2,5,"no"
"4425","no",211.8,11.2,2,4,"no"
"4426","no",234.5,12.9,4,3,"no"
"4427","no",240.2,7.5,1,4,"no"
"4428","no",222.4,9.9,1,8,"no"
"4429","no",280.4,9.9,3,1,"no"
"4430","no",113.3,10.1,2,7,"no"
"4431","no",107,7.2,2,3,"no"
"4432","no",184.5,13.1,1,10,"no"
"4433","no",163.2,9.7,1,5,"no"
"4434","no",193.8,12.6,3,3,"no"
"4435","no",185.1,12.7,2,10,"no"
"4436","no",151.5,12.4,3,9,"no"
"4437","no",143.7,9.8,2,1,"no"
"4438","yes",169.5,9.7,0,1,"yes"
"4439","no",211.3,6.3,0,5,"no"
"4440","no",184.1,13.3,0,3,"no"
"4441","no",154,10.8,1,8,"no"
"4442","no",209.4,8.1,2,4,"no"
"4443","no",166.3,10.4,2,10,"no"
"4444","no",108.6,9.3,0,6,"no"
"4445","no",230.3,9,1,2,"no"
"4446","no",200.1,10.6,1,5,"no"
"4447","no",179.2,13.2,1,2,"no"
"4448","no",261.6,7.3,4,3,"no"
"4449","no",129.5,9.9,3,5,"no"
"4450","no",164,9.3,1,2,"no"
"4451","no",230.7,9.2,2,4,"no"
"4452","no",207.2,0,0,0,"no"
"4453","no",171.9,12.5,1,4,"no"
"4454","no",181.7,9.5,2,5,"no"
"4455","no",240.7,7.7,2,2,"no"
"4456","no",198.2,12.1,1,2,"no"
"4457","no",96,6.7,3,3,"no"
"4458","no",165.2,9.9,0,4,"no"
"4459","no",171.5,9.7,1,6,"no"
"4460","no",111.7,7.8,1,4,"no"
"4461","no",152.7,7.9,2,3,"no"
"4462","no",194.7,11.6,3,3,"no"
"4463","no",119.9,8.1,3,7,"no"
"4464","no",222.9,9.9,1,2,"no"
"4465","no",210.7,13.2,1,3,"no"
"4466","no",254.6,9,2,18,"yes"
"4467","no",265,10.7,1,3,"no"
"4468","no",172.3,11.5,3,4,"no"
"4469","no",259.1,12.8,0,3,"no"
"4470","no",211.4,11.6,1,3,"no"
"4471","yes",175.9,10.4,2,3,"no"
"4472","yes",135,10.5,1,1,"yes"
"4473","yes",115.5,7,0,3,"no"
"4474","no",193,14.4,0,3,"no"
"4475","no",167.4,16,1,2,"no"
"4476","no",190.7,12.4,1,5,"no"
"4477","no",325.5,5.7,1,7,"yes"
"4478","no",139,14.5,3,2,"no"
"4479","no",155.9,11.5,0,13,"no"
"4480","no",182.1,15,0,2,"no"
"4481","no",139.8,7.9,2,10,"no"
"4482","no",112.7,10.4,0,2,"no"
"4483","no",173.2,11.5,1,7,"no"
"4484","no",225.6,6.7,1,2,"no"
"4485","yes",195.7,7.9,1,6,"no"
"4486","no",214,11.3,0,1,"no"
"4487","no",271.7,17.2,1,5,"no"
"4488","no",257.7,9.8,1,3,"no"
"4489","yes",133.2,12.5,1,2,"yes"
"4490","no",248.7,7.5,5,3,"yes"
"4491","no",180.8,10.5,2,7,"no"
"4492","yes",229,12.4,1,5,"no"
"4493","no",276.3,7.2,1,1,"yes"
"4494","no",133.1,10.9,3,4,"no"
"4495","no",248.3,9.6,1,4,"no"
"4496","no",230.4,10.4,3,9,"no"
"4497","no",185.8,10.7,1,9,"no"
"4498","no",183.9,16.6,2,7,"no"
"4499","yes",132.9,7.8,0,3,"no"
"4500","no",221,8.6,3,5,"no"
"4501","no",179,15.8,1,7,"no"
"4502","yes",188.8,5.8,3,3,"no"
"4503","yes",135.6,9.8,4,3,"yes"
"4504","yes",172.5,10.8,2,4,"no"
"4505","no",132.6,0,1,0,"no"
"4506","no",127.7,4.7,1,6,"no"
"4507","no",156.3,8.8,1,2,"no"
"4508","no",234.6,11.6,1,4,"yes"
"4509","no",202.1,13.1,1,7,"no"
"4510","no",272.2,11.6,1,2,"no"
"4511","no",245.2,9.1,1,8,"no"
"4512","no",207.6,11.2,1,6,"no"
"4513","no",222.9,10.1,1,3,"no"
"4514","no",273.8,10.8,1,3,"yes"
"4515","no",192.8,11.4,2,6,"no"
